station_european_code	component_code	component_caption	component_name	component_FWD	measurement_european_group_code	measurement_unit	measurement_group_start_date	measurement_group_end_date	measurement_latest_AIRBASE	measurement_european_code	measurement_start_date	measurement_end_date	measurement_automatic	measurement_technique_principle	measurement_equipment	integration_time_frequency	calibration_unit	height_sampling_point	length_sampling_line	location_sampling_point	sampling_time	sampling_time_unit	calibration_frequency	integration_time_unit	calibration_method	calibration_description
RO0153A	10	CO	Carbon monoxide (air)	yes	100	mg/m3	2009-01-01		2010-12-31	100	2009-01-01		yes	Non-dispersive infrared absorption,infrared gas filter corre	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0153A	20	C6H6	Benzene (air)	yes	100	µg/m3	2008-01-01		2010-12-31	100	2008-01-01		yes	Gas chromatography with photo ionization detector	ORION	1	month	4	2	roof	0		3	hour	compressed gases	
RO0159A	1	SO2	Sulphur dioxide (air)	yes	100	µg/m3	2009-01-01		2010-12-31	100	2009-01-01		yes	UV fluorescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0159A	5	PM10	Particulate matter < 10 µm (aerosol)	yes	100	µg/m3	2009-01-01		2010-12-31	100	2009-01-01		no	gravimetry	Tecora	1	month	4	2	roof	0		6	day	flow rate check	
RO0159A	7	O3	Ozone (air)	yes	100	µg/m3	2008-01-01		2010-12-31	100	2008-01-01		yes	UV absorption	ORION	1	month	4	2	roof	0		3	hour	uv lamp (ozone generator)	
RO0159A	8	NO2	Nitrogen dioxide (air)	yes	100	µg/m3	2008-01-01		2010-12-31	100	2008-01-01		yes	chemiluminescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0159A	9	NOX	Nitrogen oxides (air)	yes	100	µg NO2/m3	2008-01-01		2010-12-31	100	2008-01-01		yes	chemiluminescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0159A	10	CO	Carbon monoxide (air)	yes	100	mg/m3	2008-01-01		2010-12-31	100	2008-01-01		yes	Non-dispersive infrared absorption,infrared gas filter corre	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0159A	12	Pb	Lead (aerosol)	yes	100	µg/m3	2009-01-01		2010-12-31	100	2009-01-01		no	atomic absorption spectrometry	UNKNOWN	1	day	4	2	roof	1	natural day	14	day	standard solution	
RO0159A	14	Cd	Cadmium (aerosol)	yes	100	ng/m3	2009-01-01		2010-12-31	100	2009-01-01		no	atomic absorption spectrometry	UNKNOWN	1	day	4	2	roof	1	natural day	14	day	standard solution	
RO0159A	15	Ni	Nickel (aerosol)	yes	100	ng/m3	2009-01-01		2010-12-31	100	2009-01-01		no	atomic absorption spectrometry	UNKNOWN	1	day	4	2	roof	1	natural day	14	day	standard solution	
RO0159A	18	As	Arsenic (aerosol)	yes	100	ng/m3	2009-01-01		2010-12-31	100	2009-01-01		no	atomic absorption spectrometry	UNKNOWN	1	day	4	2	roof	1	natural day	14	day	standard solution	
RO0159A	20	C6H6	Benzene (air)	yes	100	µg/m3	2008-01-01		2009-12-31	100	2008-01-01		yes	Gas chromatography with photo ionization detector	ORION	1	month	4	2	roof	0		3	hour	compressed gases	
RO0160A	1	SO2	Sulphur dioxide (air)	yes	100	µg/m3	2008-01-01		2008-12-31	100	2008-01-01		yes	UV fluorescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0160A	5	PM10	Particulate matter < 10 µm (aerosol)	yes	100	µg/m3	2009-01-01		2010-12-31	100	2009-01-01		no	gravimetry	Tecora	1	month	4	2	roof	0		6	day	flow rate check	
RO0160A	7	O3	Ozone (air)	yes	100	µg/m3	2008-01-01		2010-12-31	100	2008-01-01		yes	UV absorption	ORION	1	month	4	2	roof	0		3	hour	uv lamp (ozone generator)	
RO0160A	8	NO2	Nitrogen dioxide (air)	yes	100	µg/m3	2009-01-01		2009-12-31	100	2009-01-01		yes	chemiluminescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0160A	9	NOX	Nitrogen oxides (air)	yes	100	µg NO2/m3	2009-01-01		2009-12-31	100	2009-01-01		yes	chemiluminescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0160A	10	CO	Carbon monoxide (air)	yes	100	mg/m3	2008-01-01		2009-12-31	100	2008-01-01		yes	Non-dispersive infrared absorption,infrared gas filter corre	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0160A	12	Pb	Lead (aerosol)	yes	100	µg/m3	2009-01-01		2010-12-31	100	2009-01-01		no	atomic absorption spectrometry	UNKNOWN	1	day	4	2	roof	1	natural day	14	day	standard solution	
RO0160A	14	Cd	Cadmium (aerosol)	yes	100	ng/m3	2009-01-01		2010-12-31	100	2009-01-01		no	atomic absorption spectrometry	UNKNOWN	1	day	4	2	roof	1	natural day	14	day	standard solution	
RO0160A	15	Ni	Nickel (aerosol)	yes	100	ng/m3	2009-01-01		2010-12-31	100	2009-01-01		no	atomic absorption spectrometry	UNKNOWN	1	day	4	2	roof	1	natural day	14	day	standard solution	
RO0160A	18	As	Arsenic (aerosol)	yes	100	ng/m3	2009-01-01		2010-12-31	100	2009-01-01		no	atomic absorption spectrometry	UNKNOWN	1	day	4	2	roof	1	natural day	14	day	standard solution	
RO0083A	1	SO2	Sulphur dioxide (air)	yes	100	µg/m3	2006-01-01		2009-12-31	100	2006-01-01		yes	UV fluorescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0083A	5	PM10	Particulate matter < 10 µm (aerosol)	yes	100	µg/m3	2006-01-01		2009-12-31	100	2006-01-01		no	gravimetry	Sentinel	1	month	4	2		0		6	day	flow rate check	
RO0083A	8	NO2	Nitrogen dioxide (air)	yes	100	µg/m3	2006-01-01		2009-12-31	100	2006-01-01		yes	chemiluminescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0083A	9	NOX	Nitrogen oxides (air)	yes	100	µg NO2/m3	2006-01-01		2009-12-31	100	2006-01-01		yes	chemiluminescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0083A	10	CO	Carbon monoxide (air)	yes	100	mg/m3	2006-01-01		2009-12-31	100	2006-01-01		yes	Non-dispersive infrared absorption,infrared gas filter corre	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0083A	12	Pb	Lead (aerosol)	yes	100	µg/m3	2006-01-01		2009-12-31	100	2006-01-01		no	atomic absorption spectrometry	thermo	1	day	0	0		0		1	day	standard solution	
RO0083A	14	Cd	Cadmium (aerosol)	yes	100	ng/m3	2009-01-01		2009-12-31	100	2009-01-01		no	atomic absorption spectrometry	UNKNOWN	1		0	0		0			day		
RO0083A	15	Ni	Nickel (aerosol)	yes	100	ng/m3	2009-01-01		2009-12-31	100	2009-01-01		no	atomic absorption (hydride method)	UNKNOWN	1		0	0		0			day		
RO0083A	20	C6H6	Benzene (air)	yes	100	µg/m3	2006-01-01		2008-12-31	100	2006-01-01		yes	Gas chromatography with photo ionization detector	ORION	1	month	4	2	roof	0		3	hour	compressed gases	
RO0084A	1	SO2	Sulphur dioxide (air)	yes	100	µg/m3	2006-01-01		2010-12-31	100	2006-01-01		yes	UV fluorescence	ORION	1	month	4	2	roof	0		4	hour		
RO0084A	5	PM10	Particulate matter < 10 µm (aerosol)	yes	100	µg/m3	2007-01-01		2008-12-31	100	2007-01-01		no	gravimetry	Sentinel	1	month	4	2	roof	0		6	day	flow rate check	
RO0084A	8	NO2	Nitrogen dioxide (air)	yes	100	µg/m3	2006-01-01		2010-12-31	100	2006-01-01		yes	chemiluminescence	ORION	1	month	4	2	roof	0		4	hour		
RO0084A	9	NOX	Nitrogen oxides (air)	yes	100	µg NO2/m3	2006-01-01		2010-12-31	100	2006-01-01		yes	chemiluminescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0084A	12	Pb	Lead (aerosol)	yes	100	µg/m3	2007-01-01		2008-12-31	100	2007-01-01		no	atomic absorption spectrometry	thermo	1	day	4	2	roof	0		1	day	standard solution	
RO0084A	20	C6H6	Benzene (air)	yes	100	µg/m3	2006-01-01		2010-12-31	100	2006-01-01		yes	Gas chromatography with photo ionization detector	ORION	1	month	0	0		0		3	hour		
RO0084A	6001	PM2.5	Particulate matter < 2.5 µm (aerosol)	yes	100	µg/m3	2009-01-01		2010-12-31	100	2009-01-01		no	gravimetry	UNKNOWN	1		0	0		0			day		
RO0085A	1	SO2	Sulphur dioxide (air)	yes	100	µg/m3	2006-01-01		2010-12-31	100	2006-01-01		yes	UV fluorescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0085A	5	PM10	Particulate matter < 10 µm (aerosol)	yes	100	µg/m3	2006-01-01		2006-12-31	100	2006-01-01		yes	nephelometry	unitec	1	month	4	2	roof	0		6	hour	reference measurement meth.	
RO0085A	7	O3	Ozone (air)	yes	100	µg/m3	2006-01-01		2009-12-31	100	2006-01-01		yes	UV absorption	ORION	1	month	4	2	roof	0		3	hour	uv lamp (ozone generator)	
RO0085A	8	NO2	Nitrogen dioxide (air)	yes	100	µg/m3	2006-01-01		2010-12-31	100	2006-01-01		yes	chemiluminescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0085A	9	NOX	Nitrogen oxides (air)	yes	100	µg NO2/m3	2006-01-01		2010-12-31	100	2006-01-01		yes	chemiluminescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0086A	1	SO2	Sulphur dioxide (air)	yes	100	µg/m3	2006-01-01		2010-12-31	100	2006-01-01		yes	UV fluorescence	ORION	1	month	4	2	roof	0		4	hour		
RO0086A	5	PM10	Particulate matter < 10 µm (aerosol)	yes	100	µg/m3	2007-01-01		2010-12-31	100	2007-01-01		no	gravimetry	Sentinel	1	month	4	2	roof	0		6	day	flow rate check	
RO0086A	7	O3	Ozone (air)	yes	100	µg/m3	2006-01-01		2010-12-31	100	2006-01-01		yes	UV absorption	ORION	1	month	4	2	roof	0		3	hour	uv lamp (ozone generator)	
RO0086A	8	NO2	Nitrogen dioxide (air)	yes	100	µg/m3	2006-01-01		2010-12-31	100	2006-01-01		yes	chemiluminescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0086A	9	NOX	Nitrogen oxides (air)	yes	100	µg NO2/m3	2006-01-01		2010-12-31	100	2006-01-01		yes	chemiluminescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0086A	10	CO	Carbon monoxide (air)	yes	100	mg/m3	2006-01-01		2010-12-31	100	2006-01-01		yes	Non-dispersive infrared absorption,infrared gas filter corre	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0086A	12	Pb	Lead (aerosol)	yes	100	µg/m3	2007-01-01		2010-12-31	100	2007-01-01		no	atomic absorption spectrometry	thermo	1	day	4	2	roof	0		1	day	standard solution	
RO0086A	14	Cd	Cadmium (aerosol)	yes	100	ng/m3	2006-01-01		2010-12-31	100	2006-01-01		no	Atomic absorption spectrophotometry	Filter sample	1	month	4	2	roof	0		3	day	flow rate check	
RO0086A	15	Ni	Nickel (aerosol)	yes	100	ng/m3	2007-01-01		2010-12-31	100	2007-01-01		no	Atomic absorption spectrophotometry	Filter sample	1	month	4	2	roof	0		3	day	flow rate check	
RO0087A	1	SO2	Sulphur dioxide (air)	yes	100	µg/m3	2006-01-01		2010-12-31	100	2006-01-01		yes	UV fluorescence	ORION	1	month	4	2		0		4	hour	compressed gases	
RO0087A	5	PM10	Particulate matter < 10 µm (aerosol)	yes	100	µg/m3	2007-01-01		2007-12-31	100	2007-01-01		no	gravimetry	Sentinel	1	month	4	2	roof	0		6	day	flow rate check	
RO0087A	7	O3	Ozone (air)	yes	100	µg/m3	2006-01-01		2007-12-31	100	2006-01-01		yes	UV absorption	ORION	1	month	4	2	roof	0		3	hour	uv lamp (ozone generator)	
RO0087A	8	NO2	Nitrogen dioxide (air)	yes	100	µg/m3	2006-01-01		2006-12-31	100	2006-01-01		yes	chemiluminescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0087A	9	NOX	Nitrogen oxides (air)	yes	100	µg NO2/m3	2006-01-01		2006-12-31	100	2006-01-01		yes	chemiluminescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0087A	10	CO	Carbon monoxide (air)	yes	100	mg/m3	2006-01-01		2010-12-31	100	2006-01-01		yes	Non-dispersive infrared absorption,infrared gas filter corre	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0087A	12	Pb	Lead (aerosol)	yes	100	µg/m3	2007-01-01		2007-12-31	100	2007-01-01		no	atomic absorption spectrometry	thermo	1	day	4	2	roof	0		1	day	standard solution	
RO0211A	20	C6H6	Benzene (air)	yes	100	µg/m3	2010-01-01		2010-12-31	100	2010-01-01		yes	Gas chromatography with photo ionization detector	UNKNOWN	1	month	4	2	roof	0		1	hour	compressed gases	
RO0013A	1	SO2	Sulphur dioxide (air)	yes	100	µg/m3	2003-01-01	2005-12-31	2003-11-30	100	2003-01-01	2005-12-31	no	spectrophotometry	photocolorimeter	24	year	2	1	facade of building	0		1	hour	standard solution	
RO0013A	4	SPM	Total suspended particulates (aerosol)	yes	100	µg/m3	2002-01-01	2005-12-31	2002-12-31	100	2002-01-01	2005-12-31	no	gravimetry	UNDEFINED	24	year	2	1	facade of building	0		1	hour	standard mass	
RO0013A	5	PM10	Particulate matter < 10 µm (aerosol)	yes	100	µg/m3	2003-01-01	2009-12-31	2010-12-31	100	2003-01-01	2009-12-31	no	gravimetry	Tecora	24	year	2	2	facade of building	0		1	hour	standard mass	
RO0013A	8	NO2	Nitrogen dioxide (air)	yes	100	µg/m3	1998-01-01	2005-12-31	2003-12-31	100	1998-01-01	2005-12-31	no	spectrophotometry	photocolorimeter	24	year	2	1	facade of building	0		1	hour	standard solution	
RO0013A	35	NH3	Ammonia (air)	no	100	µg/m3	1998-01-01	2008-12-31	2008-12-31	100	1998-01-01	2008-12-31	no	spectrophotometry	photocolorimeter	24	year	2	1	facade of building	0		1	hour	standard solution	
RO0166A	1	SO2	Sulphur dioxide (air)	yes	100	µg/m3	2008-01-01		2010-12-31	100	2008-01-01		yes	UV fluorescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0166A	5	PM10	Particulate matter < 10 µm (aerosol)	yes	100	µg/m3	2009-01-01			100	2009-01-01		yes	nephelometry	unitec	1	month	4	2	roof	0		6	hour	reference measurement meth.	
RO0166A	7	O3	Ozone (air)	yes	100	µg/m3	2009-01-01			100	2009-01-01		yes	UV absorption	ORION	1	month	4	2	roof	0		3	hour	uv lamp (ozone generator)	
RO0166A	8	NO2	Nitrogen dioxide (air)	yes	100	µg/m3	2008-01-01		2008-12-31	100	2008-01-01		yes	chemiluminescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0166A	9	NOX	Nitrogen oxides (air)	yes	100	µg NO2/m3	2008-01-01		2008-12-31	100	2008-01-01		yes	chemiluminescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0166A	10	CO	Carbon monoxide (air)	yes	100	mg/m3	2008-01-01		2010-12-31	100	2008-01-01		yes	Non-dispersive infrared absorption,infrared gas filter corre	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0166A	20	C6H6	Benzene (air)	yes	100	µg/m3	2008-01-01		2010-12-31	100	2008-01-01		yes	Gas chromatography with photo ionization detector	UNKNOWN	1	month	4	2	roof	0		1	hour	compressed gases	
RO0166A	6001	PM2.5	Particulate matter < 2.5 µm (aerosol)	yes	100	µg/m3	2009-01-01		2010-12-31	100	2009-01-01		no	gravimetry	Tecora	1	month	4	2	roof	0		6	day	flow rate check	
RO0161A	1	SO2	Sulphur dioxide (air)	yes	100	µg/m3	2008-01-01		2010-12-31	100	2008-01-01		yes	UV fluorescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0161A	5	PM10	Particulate matter < 10 µm (aerosol)	yes	100	µg/m3	2009-01-01		2010-12-31	100	2009-01-01		no	gravimetry	Tecora	1	month	4	2	roof	0		6	day	flow rate check	
RO0161A	8	NO2	Nitrogen dioxide (air)	yes	100	µg/m3	2008-01-01		2010-12-31	100	2008-01-01		yes	chemiluminescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0161A	9	NOX	Nitrogen oxides (air)	yes	100	µg NO2/m3	2008-01-01		2010-12-31	100	2008-01-01		yes	chemiluminescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0161A	10	CO	Carbon monoxide (air)	yes	100	mg/m3	2008-01-01		2009-12-31	100	2008-01-01		yes	Non-dispersive infrared absorption,infrared gas filter corre	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0161A	12	Pb	Lead (aerosol)	yes	100	µg/m3	2009-01-01		2010-12-31	100	2009-01-01		no	atomic absorption spectrometry	UNKNOWN	1	day	4	2	roof	1	natural day	14	day	standard solution	
RO0161A	14	Cd	Cadmium (aerosol)	yes	100	ng/m3	2009-01-01		2010-12-31	100	2009-01-01		no	atomic absorption spectrometry	UNKNOWN	1	day	4	2	roof	1	natural day	14	day	standard solution	
RO0161A	15	Ni	Nickel (aerosol)	yes	100	ng/m3	2009-01-01		2009-12-31	100	2009-01-01		no	atomic absorption spectrometry	UNKNOWN	1	day	4	2	roof	1	natural day	14	day	standard solution	
RO0161A	20	C6H6	Benzene (air)	yes	100	µg/m3	2008-01-01		2009-12-31	100	2008-01-01		yes	Gas chromatography with photo ionization detector	ORION	1	month	4	2	roof	0		3	hour	compressed gases	
RO0162A	1	SO2	Sulphur dioxide (air)	yes	100	µg/m3	2008-01-01		2010-12-31	100	2008-01-01		yes	UV fluorescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0162A	5	PM10	Particulate matter < 10 µm (aerosol)	yes	100	µg/m3	2009-01-01			100	2009-01-01		yes	nephelometry	unitec	1	month	4	2	roof	0		6	hour	reference measurement meth.	
RO0162A	7	O3	Ozone (air)	yes	100	µg/m3	2009-01-01		2010-12-31	100	2009-01-01		yes	UV absorption	ORION	1	month	4	2	roof	0		3	hour	uv lamp (ozone generator)	
RO0162A	8	NO2	Nitrogen dioxide (air)	yes	100	µg/m3	2008-01-01		2010-12-31	100	2008-01-01		yes	chemiluminescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0162A	9	NOX	Nitrogen oxides (air)	yes	100	µg NO2/m3	2008-01-01		2010-12-31	100	2008-01-01		yes	chemiluminescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0162A	10	CO	Carbon monoxide (air)	yes	100	mg/m3	2008-01-01		2010-12-31	100	2008-01-01		yes	Non-dispersive infrared absorption,infrared gas filter corre	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0162A	20	C6H6	Benzene (air)	yes	100	µg/m3	2009-01-01		2010-12-31	100	2009-01-01		yes	Gas chromatography with photo ionization detector	ORION	1	month	4	2	roof	0		3	hour	compressed gases	
RO0162A	6001	PM2.5	Particulate matter < 2.5 µm (aerosol)	yes	100	µg/m3	2009-01-01		2010-12-31	100	2009-01-01		no	gravimetry	Tecora	1	month	4	2	roof	0		6	day	flow rate check	
RO0163A	1	SO2	Sulphur dioxide (air)	yes	100	µg/m3	2009-01-01		2010-12-31	100	2009-01-01		yes	UV fluorescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0163A	5	PM10	Particulate matter < 10 µm (aerosol)	yes	100	µg/m3	2009-01-01		2010-12-31	100	2009-01-01		no	gravimetry	Tecora	1	month	4	2	roof	0		6	day	flow rate check	
RO0163A	7	O3	Ozone (air)	yes	100	µg/m3	2009-01-01		2010-12-31	100	2009-01-01		yes	UV absorption	ORION	1	month	4	2	roof	0		3	hour	uv lamp (ozone generator)	
RO0163A	8	NO2	Nitrogen dioxide (air)	yes	100	µg/m3	2008-01-01		2009-12-31	100	2008-01-01		yes	chemiluminescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0163A	9	NOX	Nitrogen oxides (air)	yes	100	µg NO2/m3	2008-01-01		2009-12-31	100	2008-01-01		yes	chemiluminescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0163A	10	CO	Carbon monoxide (air)	yes	100	mg/m3	2008-01-01		2009-12-31	100	2008-01-01		yes	Non-dispersive infrared absorption,infrared gas filter corre	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0163A	12	Pb	Lead (aerosol)	yes	100	µg/m3	2009-01-01		2010-12-31	100	2009-01-01		no	atomic absorption spectrometry	UNKNOWN	1	day	4	2	roof	1	natural day	14	day	standard solution	
RO0163A	14	Cd	Cadmium (aerosol)	yes	100	ng/m3	2009-01-01		2010-12-31	100	2009-01-01		no	atomic absorption spectrometry	UNKNOWN	1	day	4	2	roof	1	natural day	14	day	standard solution	
RO0163A	15	Ni	Nickel (aerosol)	yes	100	ng/m3	2009-01-01		2009-12-31	100	2009-01-01		no	atomic absorption spectrometry	UNKNOWN	1	day	4	2	roof	1	natural day	14	day	standard solution	
RO0163A	20	C6H6	Benzene (air)	yes	100	µg/m3	2009-01-01		2010-12-31	100	2009-01-01		yes	Gas chromatography with photo ionization detector	ORION	1	month	4	2	roof	0		3	hour	compressed gases	
RO0164A	1	SO2	Sulphur dioxide (air)	yes	100	µg/m3	2008-01-01		2010-12-31	100	2008-01-01		yes	UV fluorescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0164A	5	PM10	Particulate matter < 10 µm (aerosol)	yes	100	µg/m3	2009-01-01		2010-12-31	100	2009-01-01		no	gravimetry	Tecora	1	month	4	2	roof	0		6	day	flow rate check	
RO0164A	7	O3	Ozone (air)	yes	100	µg/m3	2009-01-01			100	2009-01-01		yes	UV absorption	ORION	1	month	4	2	roof	0		3	hour	uv lamp (ozone generator)	
RO0164A	8	NO2	Nitrogen dioxide (air)	yes	100	µg/m3	2008-01-01		2009-12-31	100	2008-01-01		yes	chemiluminescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0164A	9	NOX	Nitrogen oxides (air)	yes	100	µg NO2/m3	2008-01-01		2009-12-31	100	2008-01-01		yes	chemiluminescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0164A	10	CO	Carbon monoxide (air)	yes	100	mg/m3	2008-01-01		2010-12-31	100	2008-01-01		yes	Non-dispersive infrared absorption,infrared gas filter corre	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0164A	12	Pb	Lead (aerosol)	yes	100	µg/m3	2009-01-01		2010-12-31	100	2009-01-01		no	atomic absorption spectrometry	UNKNOWN	1	day	4	2	roof	1	natural day	14	day	standard solution	
RO0164A	14	Cd	Cadmium (aerosol)	yes	100	ng/m3	2009-01-01		2010-12-31	100	2009-01-01		no	atomic absorption spectrometry	UNKNOWN	1	day	4	2	roof	1	natural day	14	day	standard solution	
RO0164A	15	Ni	Nickel (aerosol)	yes	100	ng/m3	2009-01-01		2009-12-31	100	2009-01-01		no	atomic absorption spectrometry	UNKNOWN	1	day	4	2	roof	1	natural day	14	day	standard solution	
RO0165A	1	SO2	Sulphur dioxide (air)	yes	100	µg/m3	2008-01-01		2010-12-31	100	2008-01-01		yes	UV fluorescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0165A	5	PM10	Particulate matter < 10 µm (aerosol)	yes	100	µg/m3	2009-01-01		2010-12-31	100	2009-01-01		no	gravimetry	Tecora	1	month	4	2	roof	0		6	day	flow rate check	
RO0165A	7	O3	Ozone (air)	yes	100	µg/m3	2008-01-01		2010-12-31	100	2008-01-01		yes	UV absorption	ORION	1	month	4	2	roof	0		3	hour	uv lamp (ozone generator)	
RO0165A	8	NO2	Nitrogen dioxide (air)	yes	100	µg/m3	2008-01-01		2008-12-31	100	2008-01-01		yes	chemiluminescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0165A	9	NOX	Nitrogen oxides (air)	yes	100	µg NO2/m3	2008-01-01		2008-12-31	100	2008-01-01		yes	chemiluminescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0165A	10	CO	Carbon monoxide (air)	yes	100	mg/m3	2008-01-01		2010-12-31	100	2008-01-01		yes	Non-dispersive infrared absorption,infrared gas filter corre	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0165A	12	Pb	Lead (aerosol)	yes	100	µg/m3	2009-01-01		2010-12-31	100	2009-01-01		no	atomic absorption spectrometry	UNKNOWN	1	day	4	2	roof	1	natural day	14	day	standard solution	
RO0165A	14	Cd	Cadmium (aerosol)	yes	100	ng/m3	2009-01-01		2010-12-31	100	2009-01-01		no	atomic absorption spectrometry	UNKNOWN	1	day	4	2	roof	1	natural day	14	day	standard solution	
RO0165A	15	Ni	Nickel (aerosol)	yes	100	ng/m3	2009-01-01		2009-12-31	100	2009-01-01		no	atomic absorption spectrometry	UNKNOWN	1	day	4	2	roof	1	natural day	14	day	standard solution	
RO0167A	1	SO2	Sulphur dioxide (air)	yes	100	µg/m3	2008-01-01		2010-12-31	100	2008-01-01		yes	UV fluorescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0167A	5	PM10	Particulate matter < 10 µm (aerosol)	yes	100	µg/m3	2009-01-01			100	2009-01-01		yes	nephelometry	unitec	1	month	4	2	roof	0		6	hour	reference measurement meth.	
RO0167A	7	O3	Ozone (air)	yes	100	µg/m3	2009-01-01			100	2009-01-01		yes	UV absorption	ORION	1	month	4	2	roof	0		3	hour	uv lamp (ozone generator)	
RO0167A	8	NO2	Nitrogen dioxide (air)	yes	100	µg/m3	2009-01-01			100	2009-01-01		yes	chemiluminescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0167A	9	NOX	Nitrogen oxides (air)	yes	100	µg NO2/m3	2009-01-01			100	2009-01-01		yes	chemiluminescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0167A	10	CO	Carbon monoxide (air)	yes	100	mg/m3	2009-01-01		2009-12-31	100	2009-01-01		yes	Non-dispersive infrared absorption,infrared gas filter corre	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
